Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:Модель;Characteristics:Операционная система;Characteristics:Материал корпуса;Characteristics:Количество SIM-карт;Characteristics:Тип экрана;Characteristics:Диагональ;Characteristics:Размер изображения;Characteristics:Число пикселей на дюйм (PPI);Characteristics:Соотношение сторон;Characteristics:Тыловая камера;Characteristics:Тип корпуса;Characteristics:Тип дисплея;Characteristics:Яркость;Characteristics:Звук;Characteristics:Макс. время работы;Characteristics:Класс водонепроницаемости;Characteristics:Материал ремешка;Characteristics:Вид;Characteristics:Тип;Characteristics:Количество микрофонов;Characteristics:Вес наушника;Characteristics:Голосовой набор;Characteristics:Ответить/закончить разговор;Characteristics:Время работы;Characteristics:Материал;Characteristics:Активное шумоподавление;Characteristics:Особенности;Characteristics:Комплект поставки;Characteristics:Спецификации;Characteristics:Системные требования;Characteristics:Процессор;Characteristics:Экран;Characteristics:Разрешение;Characteristics:Число пикселей на дюйм;Characteristics:Bluetooth;Characteristics:Встроенные динамики;Characteristics:Технология дисплея;Characteristics:Full HD;Characteristics:Частота;Characteristics:Количество ядер;Characteristics:Объем видеопамяти;Characteristics:Количество Thunderbolt 3 (USB-C);Characteristics:Количество USB 3.0;Weight;Length;Width;Height;date_created
980667515561;;;;Apple Watch SE;Apple Watch SE, 44 мм, Серый космос, Америка;;;https://static.tildacdn.com/tild3062-3232-4266-b930-363066353763/aw_se_40mm_spacegray.jpeg;27490;123;;;;3Yb30UAUitEeXDuOrUpV;;Watch SE;Watch OS6;Алюминий, керамика;;;;;;;;;OLED Retina, сенсорный, с подцветкой;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;фторэластомер;;;;;;;;;;;;;;;;;;;;;;;;;;;36;38;44;10;2022-06-28 09:13:56.271068
316889725991;;0196;;;Apple Watch SE, 44 мм, Серый космос, Америка- Серый космос- 44 мм- Америка;;;;27490;123;;"Цвет:Серый космос;Размер дисплея:44 мм;Регион поставки:Америка";;mIG9i5K65YlAZocD1JOY;980667515561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271090
183132878641;;;;Apple Watch SE;Apple Watch SE, 40 мм, Серебристый, Ростест;;;https://static.tildacdn.com/tild6263-3439-4639-a334-336638343238/aw_se_44mm_silver_0.jpeg;0;123;;;;m6tatGNxmZG4cKpiZGjZ;;Watch SE;Watch OS6;Алюминий, керамика;;;;;;;;;OLED Retina, сенсорный, с подцветкой;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;фторэластомер;;;;;;;;;;;;;;;;;;;;;;;;;;;30;34;40;10;2022-06-28 09:13:56.271110
913134298111;;0188;;;Apple Watch SE, 40 мм, Серебристый, Ростест / Белый- Белый- 40 мм- Ростест;;;;0;123;;"Цвет:Белый;Размер дисплея:40 мм;Регион поставки:Ростест";;IlGgDIkjIF7mjhX1s5c3;183132878641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271131
724167290691;;;;Apple Watch SE;Apple Watch SE, 44 мм, Серебристый, Ростест;;;https://static.tildacdn.com/tild6263-3439-4639-a334-336638343238/aw_se_44mm_silver_0.jpeg;27490;123;;;;DYzHyy6kfZNidLLmzV74;;Watch SE;Watch OS6;Алюминий, керамика;;;;;;;;;OLED Retina, сенсорный, с подцветкой;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;фторэластомер;;;;;;;;;;;;;;;;;;;;;;;;;;;36;38;44;10;2022-06-28 09:13:56.271152
672339329061;;0191;;;Apple Watch SE, 44 мм, Серебристый, Ростест / Белый- Белый- 44 мм- Ростест;;;;27490;123;;"Цвет:Белый;Размер дисплея:44 мм;Регион поставки:Ростест";;Jy79DrJLkeEzkKx0ZFPF;724167290691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271174
781027519121;;;;Apple Watch SE;Apple Watch SE, 40 мм, Серебристый, Америка;;;https://static.tildacdn.com/tild6263-3439-4639-a334-336638343238/aw_se_44mm_silver_0.jpeg;0;123;;;;YcLoXX9Ee4iLFbBZr0sD;;Watch SE;Watch OS6;Алюминий, керамика;;;;;;;;;OLED Retina, сенсорный, с подцветкой;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;фторэластомер;;;;;;;;;;;;;;;;;;;;;;;;;;;30;34;40;10;2022-06-28 09:13:56.271195
944466065781;;0194;;;Apple Watch SE, 40 мм, Серебристый, Америка / Белый- Белый- 40 мм- Америка;;;;0;123;;"Цвет:Белый;Размер дисплея:40 мм;Регион поставки:Америка";;zmSK2kBTvoaYxL540r8Z;781027519121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271216
250808795571;;;;Apple Watch SE;Apple Watch SE, 44 мм, Серебристый, Америка;;;https://static.tildacdn.com/tild6263-3439-4639-a334-336638343238/aw_se_44mm_silver_0.jpeg;26490;123;;;;hFXT09PBdrl5jRgVDEn9;;Watch SE;Watch OS6;Алюминий, керамика;;;;;;;;;OLED Retina, сенсорный, с подцветкой;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;фторэластомер;;;;;;;;;;;;;;;;;;;;;;;;;;;36;38;44;10;2022-06-28 09:13:56.271236
373993356271;;0198;;;Apple Watch SE, 44 мм, Серебристый, Америка / Белый- Белый- 44 мм- Америка;;;;26490;123;;"Цвет:Белый;Размер дисплея:44 мм;Регион поставки:Америка";;m6EAX9zp8Mb79RmXFpma;250808795571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271258
979948528021;;;;Apple Watch SE;Apple Watch SE, 40 мм, Золотой, Ростест;;;https://static.tildacdn.com/tild3232-3934-4265-b136-623933343732/aw_se_40mm_gold_0.jpeg;0;123;;;;usAtCbUgvpI3R5yoPY8c;;Watch SE;Watch OS6;Алюминий, керамика;;;;;;;;;OLED Retina, сенсорный, с подцветкой;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;фторэластомер;;;;;;;;;;;;;;;;;;;;;;;;;;;30;34;40;10;2022-06-28 09:13:56.271279
778143519161;;0189;;;Apple Watch SE, 40 мм, Золотой, Ростест- Золотой- 40 мм- Ростест;;;;0;123;23990;"Цвет:Золотой;Размер дисплея:40 мм;Регион поставки:Ростест";;XZrpvVg1fvvFCgBkXJXb;979948528021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271301
669159581561;;;;Apple Watch SE;Apple Watch SE, 44 мм, Золотой, Ростест;;;https://static.tildacdn.com/tild3232-3934-4265-b136-623933343732/aw_se_40mm_gold_0.jpeg;0;123;;;;iU1Sobun4bUVyX5SSDOk;;Watch SE;Watch OS6;Алюминий, керамика;;;;;;;;;OLED Retina, сенсорный, с подцветкой;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;фторэластомер;;;;;;;;;;;;;;;;;;;;;;;;;;;36;38;44;10;2022-06-28 09:13:56.271321
132758635921;;0192;;;Apple Watch SE, 44 мм, Золотой, Ростест- Золотой- 44 мм- Ростест;;;;0;123;;"Цвет:Золотой;Размер дисплея:44 мм;Регион поставки:Ростест";;jABPHGU5J5HDi8RmYXz6;669159581561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271343
768275041321;;;;Apple Watch SE;Apple Watch SE, 40 мм, Золотой, Америка;;;https://static.tildacdn.com/tild3232-3934-4265-b136-623933343732/aw_se_40mm_gold_0.jpeg;0;123;;;;ehuiGUF8vvtgDE741Dls;;Watch SE;Watch OS6;Алюминий, керамика;;;;;;;;;OLED Retina, сенсорный, с подцветкой;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;фторэластомер;;;;;;;;;;;;;;;;;;;;;;;;;;;30;34;40;10;2022-06-28 09:13:56.271365
573598942451;;0195;;;Apple Watch SE, 40 мм, Золотой, Америка- Золотой- 40 мм- Америка;;;;0;123;23990;"Цвет:Золотой;Размер дисплея:40 мм;Регион поставки:Америка";;TUDEKMGxG7kixZJTTS3A;768275041321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271387
485132072941;;;;Apple Watch SE;Apple Watch SE, 44 мм, Золотой, Америка;;;https://static.tildacdn.com/tild3232-3934-4265-b136-623933343732/aw_se_40mm_gold_0.jpeg;27490;123;;;;OtM4A44N6erSLMShX5Rj;;Watch SE;Watch OS6;Алюминий, керамика;;;;;;;;;OLED Retina, сенсорный, с подцветкой;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;фторэластомер;;;;;;;;;;;;;;;;;;;;;;;;;;;36;38;44;10;2022-06-28 09:13:56.271408
982918273031;;0199;;;Apple Watch SE, 44 мм, Золотой, Америка- Золотой- 44 мм- Америка;;;;27490;123;;"Цвет:Золотой;Размер дисплея:44 мм;Регион поставки:Америка";;xUU4cy9OY3zN1fmJgoR7;485132072941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271430
986603675291;;;;Apple Watch Series 6;Apple Watch Series 6, 40 мм, Серый космос, Америка;;;https://static.tildacdn.com/tild3536-6431-4664-b733-613439313433/aw6_40mm_spacegray_0.jpeg;0;123;;;;JhsnSjByTPyk9DOP5RK6;;Watch Series 6;Watch OS6;Алюминий;;;;;;;;;OLED LTPO с технологией Retina;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;силикон;;;;;;;;;;;;;;;;;;;;;;;;;;;30;34;40;10;2022-06-28 09:13:56.271452
763155526721;;0197;;;Apple Watch Series 6, 40 мм, Серый космос, Америка- Серый космос- 40 мм- Америка;;;;0;123;;"Цвет:Серый космос;Размер дисплея:40 мм;Регион поставки:Америка";;n1X3VKlB7XLhxkG82oO8;986603675291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271473
321778533191;;;;Apple Watch Series 6;Apple Watch Series 6, 44 мм, Серый космос, Америка;;;https://static.tildacdn.com/tild3536-6431-4664-b733-613439313433/aw6_40mm_spacegray_0.jpeg;0;123;;;;2aukDFDoU7OcMamEuEYr;;Watch Series 6;Watch OS6;Алюминий;;;;;;;;;OLED LTPO с технологией Retina;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;силикон;;;;;;;;;;;;;;;;;;;;;;;;;;;36;38;44;10;2022-06-28 09:13:56.271495
897931798001;;0204;;;Apple Watch Series 6, 44 мм, Серый космос, Америка / Графитовый- Графитовый- 44 мм- Америка;;;;0;123;;"Цвет:Графитовый;Размер дисплея:44 мм;Регион поставки:Америка";;tZ7h2eeFELiXXvoezriz;321778533191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271517
198194609241;;;;Apple Watch Series 6;Apple Watch Series 6, 40 мм, Тёмно-синий, Америка;;;https://static.tildacdn.com/tild6431-6266-4134-b264-336563653234/aw6_40mm_navyblue_0.jpeg;0;123;;;;3xKl0bozc2s6rV7AYj0T;;Watch Series 6;Watch OS6;Алюминий;;;;;;;;;OLED LTPO с технологией Retina;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;силикон;;;;;;;;;;;;;;;;;;;;;;;;;;;30;34;40;10;2022-06-28 09:13:56.271538
618957517421;;0200;;;Apple Watch Series 6, 40 мм, Тёмно-синий, Америка / Синий- Синий- 40 мм- Америка;;;;0;123;;"Цвет:Синий;Размер дисплея:40 мм;Регион поставки:Америка";;zJtgOtRjcI3ziY3MaXjF;198194609241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271560
926968075771;;;;Apple Watch Series 6;Apple Watch Series 6, 44 мм, Тёмно-синий, Америка;;;https://static.tildacdn.com/tild6134-3930-4265-a430-326261376239/aw6_40mm_navyblue_0.jpeg;0;123;;;;DeHuRiZkIOjmG3vbDfCr;;Watch Series 6;Watch OS6;Алюминий;;;;;;;;;OLED LTPO с технологией Retina;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;силикон;;;;;;;;;;;;;;;;;;;;;;;;;;;36;38;44;10;2022-06-28 09:13:56.271582
286864541911;;0205;;;Apple Watch Series 6, 44 мм, Тёмно-синий, Америка / Синий- Синий- 44 мм- Америка;;;;0;123;;"Цвет:Синий;Размер дисплея:44 мм;Регион поставки:Америка";;485nTia5HhmjDfeL9mSk;926968075771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271603
618191189351;;;;Apple Watch Series 6;Apple Watch Series 6, 40 мм, Красный, Америка;;;https://static.tildacdn.com/tild3531-3834-4532-a437-373136663463/aw6_40mm_red_0.jpeg;0;123;;;;V4hCpNdUHsOGdg8EFJp6;;Watch Series 6;Watch OS6;Алюминий;;;;;;;;;OLED LTPO с технологией Retina;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;силикон;;;;;;;;;;;;;;;;;;;;;;;;;;;30;34;40;10;2022-06-28 09:13:56.271625
877660404541;;0201;;;Apple Watch Series 6, 40 мм, Красный, Америка- Красный- 40 мм- Америка;;;;0;123;;"Цвет:Красный;Размер дисплея:40 мм;Регион поставки:Америка";;hxS4irmM7T51tjLBGhiF;618191189351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271647
997222869441;;;;Apple Watch Series 6;Apple Watch Series 6, 44 мм, Красный, Америка;;;https://static.tildacdn.com/tild3062-6261-4636-b233-363735633838/aw6_40mm_red_0.jpeg;0;123;;;;7ECcZbeZUB5Gb8RaKl2x;;Watch Series 6;Watch OS6;Алюминий;;;;;;;;;OLED LTPO с технологией Retina;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;силикон;;;;;;;;;;;;;;;;;;;;;;;;;;;36;38;44;10;2022-06-28 09:13:56.271668
195503650321;;0206;;;Apple Watch Series 6, 44 мм, Красный, Америка- Красный- 44 мм- Америка;;;;0;123;;"Цвет:Красный;Размер дисплея:44 мм;Регион поставки:Америка";;mk8golrThkfLM3aYyXZ3;997222869441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271691
143798870381;;;;Apple Watch Series 6;Apple Watch Series 6, 40 мм, Золотой, Америка;;;https://static.tildacdn.com/tild3737-3131-4630-a662-643435363966/aw6_40mm_gold_0.jpeg;0;123;;;;zDdUBtBgCCmvG7ZgS4eC;;Watch Series 6;Watch OS6;Алюминий;;;;;;;;;OLED LTPO с технологией Retina;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;силикон;;;;;;;;;;;;;;;;;;;;;;;;;;;30;34;40;10;2022-06-28 09:13:56.271713
604791398901;;0202;;;Apple Watch Series 6, 40 мм, Золотой, Америка- Золотой- 40 мм- Америка;;;;0;123;;"Цвет:Золотой;Размер дисплея:40 мм;Регион поставки:Америка";;ycnIi7pbBePUgFCrmxxa;143798870381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271734
328602276461;;;;Apple Watch Series 6;Apple Watch Series 6, 44 мм, Золотой, Америка;;;https://static.tildacdn.com/tild6238-3931-4532-a630-353934373034/aw6_40mm_gold_0.jpeg;0;123;;;;4o6XxfBOiSpUTOATfkJT;;Watch Series 6;Watch OS6;Алюминий;;;;;;;;;OLED LTPO с технологией Retina;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;силикон;;;;;;;;;;;;;;;;;;;;;;;;;;;36;38;44;10;2022-06-28 09:13:56.271757
163282286161;;0207;;;Apple Watch Series 6, 44 мм, Золотой, Америка- Золотой- 44 мм- Америка;;;;0;123;;"Цвет:Золотой;Размер дисплея:44 мм;Регион поставки:Америка";;5mCs9cOvfkfJ1V46Xbdt;328602276461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271780
249610762771;;;;Apple Watch Series 6;Apple Watch Series 6, 40 мм, Серебристый, Америка;;;https://static.tildacdn.com/tild3839-6566-4931-b065-336239393863/aw6_44mm_silver_0.jpeg;0;123;;;;PudO0CCA1TCLo62zyoxb;;Watch Series 6;Watch OS6;Алюминий;;;;;;;;;OLED LTPO с технологией Retina;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;силикон;;;;;;;;;;;;;;;;;;;;;;;;;;;30;34;40;10;2022-06-28 09:13:56.271802
510956777881;;0203;;;Apple Watch Series 6, 40 мм, Серебристый, Америка / Белый- Белый- 40 мм- Америка;;;;0;123;;"Цвет:Белый;Размер дисплея:40 мм;Регион поставки:Америка";;sPHCaHYTopgUOpp9rkb2;249610762771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271825
721766765761;;;;Apple Watch Series 6;Apple Watch Series 6, 44 мм, Серебристый, Америка;;;https://static.tildacdn.com/tild3034-3235-4237-b636-376438303735/aw6_44mm_silver_0.jpeg;0;123;;;;XS85IphhazD4O3yB5XJN;;Watch Series 6;Watch OS6;Алюминий;;;;;;;;;OLED LTPO с технологией Retina;1000 кд/кв.м;Встроенный динамик;до 18 часов;до 50 метров;силикон;;;;;;;;;;;;;;;;;;;;;;;;;;;36;38;44;10;2022-06-28 09:13:56.271847
714111483171;;0208;;;Apple Watch Series 6, 44 мм, Серебристый, Америка / Белый- Белый- 44 мм- Америка;;;;0;123;;"Цвет:Белый;Размер дисплея:44 мм;Регион поставки:Америка";;DygyXMUcKHmDEApVrJZH;721766765761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271870
915187133991;;;;AirPods 2;Apple AirPods 2 в зарядном футляре, Белый, Ростест;;;https://static.tildacdn.com/tild3961-3235-4036-b965-666463623737/Frame_234.png;0;123;;;;ba8Up6xE55KrOmUKUae1;;AirPods (2019);;;;;;;;;;;;;;;;;Вкладыши, открытые;Динамические;2;4г;Есть;Есть;5ч;;;;;;;;;;;;;;;;;;;;38;44;21;53;2022-06-28 09:13:56.271893
570334986861;;0289;;;Apple AirPods 2 в зарядном футляре, Белый, Ростест- Белый- Ростест;;;;0;123;;"Цвет:Белый;Регион поставки:Ростест";;NtUJ2gve8F5cnpp4425z;915187133991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271916
616120351441;;;;AirPods 2;Apple AirPods 2 в зарядном футляре, Белый, Америка;;;https://static.tildacdn.com/tild6562-3633-4934-b039-613437306138/Frame_234.png;9690;123;;;;huhZ2rudXRlZtjxOFzdv;;AirPods (2019);;;;;;;;;;;;;;;;;Вкладыши, открытые;Динамические;2;4г;Есть;Есть;5ч;;;;;;;;;;;;;;;;;;;;38;44;21;53;2022-06-28 09:13:56.271938
387880533321;;0297;;;Apple AirPods 2 в зарядном футляре, Белый, Америка- Белый- Америка;;;;9690;123;;"Цвет:Белый;Регион поставки:Америка";;Krv8rgIGJ9brPByFOlvB;616120351441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.271961
996261819941;;;;AirPods Pro;Apple AirPods Pro, Белый, Ростест;;;https://static.tildacdn.com/tild6461-3430-4662-b966-663230353262/MWP22RUA_00.jpeg;0;123;;;;aN68s7UOmkRgDmc50Atm;;AirPods Pro;;;;;;;;;;;;;;;;;Вкладыши;Динамические;2;5,4г;Есть;Есть;5ч;;;;;;;;;;;;;;;;;;;;45;45;21;60;2022-06-28 09:13:56.271984
854939418761;;0291;;;Apple AirPods Pro, Белый, Ростест- Белый- - Ростест- Белый- Ростест;;;;0;123;;"Цвет:Белый;Регион поставки:Ростест";;RpKp22NIRomdulB7S5ey;996261819941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.272007
527838866591;;;;"Выбор покупателей;AirPods Pro";Apple AirPods Pro, Белый, Америка;;;https://static.tildacdn.com/tild6461-3430-4662-b966-663230353262/MWP22RUA_00.jpeg;14690;123;;;;KoMAx1c3nuiMsGt9v1Ie;;AirPods Pro;;;;;;;;;;;;;;;;;Вкладыши;Динамические;2;5,4г;Есть;Есть;5ч;;;;;;;;;;;;;;;;;;;;45;45;21;60;2022-06-28 09:13:56.272030
622522697381;;0299;;;Apple AirPods Pro, Белый, Америка- Белый- - Америка- Белый- Америка;;;;14690;123;;"Цвет:Белый;Регион поставки:Америка";;TSo9j8Dsveo4KKglbFjN;527838866591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.272053
827545168971;;;;AirPods Max;Apple AirPods Max, Серый космос, Ростест;;;https://static.tildacdn.com/tild6333-3161-4661-a334-666264376538/MGYH3RU_0.jpeg;0;123;;;;Dfi2MpHOFjE3ikUnHien;;AirPods Max;;;;;;;;;;;;;;;;;Накладные, открытые;Динамические;2;;;;20ч;Пластик;Да;;;;;;;;;;;;;;;;;;384;187;168;83;2022-06-28 09:13:56.272075
121886274421;;0292;;;Apple AirPods Max, Серый космос, Ростест- Серый космос- Ростест;;;;0;123;;"Цвет:Серый космос;Регион поставки:Ростест";;TOU4YIyJgXuH9feZgvnB;827545168971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.272099
379805538811;;;;AirPods Max;Apple AirPods Max, Серый космос, Америка;;;https://static.tildacdn.com/tild6333-3161-4661-a334-666264376538/MGYH3RU_0.jpeg;0;123;;;;b1ZESp3pi354jgaSIry9;;AirPods Max;;;;;;;;;;;;;;;;;Накладные, открытые;Динамические;2;;;;20ч;Пластик;Да;;;;;;;;;;;;;;;;;;384;187;168;83;2022-06-28 09:13:56.272121
290122663291;;0300;;;Apple AirPods Max, Серый космос, Америка- Серый космос- Америка;;;;0;123;;"Цвет:Серый космос;Регион поставки:Америка";;FLL32mPu57OX2xNZD4fu;379805538811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.272144
619487977001;;;;AirPods Max;Apple AirPods Max, Серебристый, Ростест;;;https://static.tildacdn.com/tild3062-3033-4065-a338-313832326564/MGYJ3RU_0.jpeg;0;123;;;;9Ac890bG3LBsj3yGrhE4;;AirPods Max;;;;;;;;;;;;;;;;;Накладные, открытые;Динамические;2;;;;20ч;Пластик;Да;;;;;;;;;;;;;;;;;;384;187;168;83;2022-06-28 09:13:56.272167
137836765231;;0293;;;Apple AirPods Max, Серебристый, Ростест- Серебристый- - Ростест- Серебристый- Ростест;;;;0;123;;"Цвет:Серебристый;Регион поставки:Ростест";;eHeceklvUtT280AJHv70;619487977001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.272192
397965614851;;;;AirPods Max;Apple AirPods Max, Серебристый, Америка;;;https://static.tildacdn.com/tild3062-3033-4065-a338-313832326564/MGYJ3RU_0.jpeg;0;123;;;;GJYKm2LN9Ng1Sh5J21Cj;;AirPods Max;;;;;;;;;;;;;;;;;Накладные, открытые;Динамические;2;;;;20ч;Пластик;Да;;;;;;;;;;;;;;;;;;384;187;168;83;2022-06-28 09:13:56.272215
765704155411;;0301;;;Apple AirPods Max, Серебристый, Америка- Серебристый- - Америка- Серебристый- Америка;;;;0;123;;"Цвет:Серебристый;Регион поставки:Америка";;HakdfUuTaVRI9zJACK3t;397965614851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.272238
861570221491;;;;AirPods Max;Apple AirPods Max, Розовый, Ростест;;;https://static.tildacdn.com/tild6637-6162-4564-b633-333838323333/MGYM3RU_0.jpeg;0;123;;;;Gce2axNiKO0VCRNSZc6j;;AirPods Max;;;;;;;;;;;;;;;;;Накладные, открытые;Динамические;2;;;;20ч;Пластик;Да;;;;;;;;;;;;;;;;;;384;187;168;83;2022-06-28 09:13:56.272261
149048255331;;0294;;;Apple AirPods Max, Розовый, Ростест / Розовый песок- Розовый песок- - Ростест- Розовый песок- Ростест;;;;0;123;;"Цвет:Розовый песок;Регион поставки:Ростест";;fc5iIoy7uMXIVnvvS8tt;861570221491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.272290
498288417701;;;;AirPods Max;Apple AirPods Max, Розовый, Америка;;;https://static.tildacdn.com/tild6637-6162-4564-b633-333838323333/MGYM3RU_0.jpeg;0;123;;;;8LCvpA8oXS1Pgpa4ko3R;;AirPods Max;;;;;;;;;;;;;;;;;Накладные, открытые;Динамические;2;;;;20ч;Пластик;Да;;;;;;;;;;;;;;;;;;384;187;168;83;2022-06-28 09:13:56.272313
158508349711;;0302;;;Apple AirPods Max, Розовый, Америка / Розовый песок- Розовый песок- - Америка- Розовый песок- Америка;;;;0;123;;"Цвет:Розовый песок;Регион поставки:Америка";;MOOEChK38MR9VJrFXKkk;498288417701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.272337
140404599711;;;;AirPods Max;Apple AirPods Max, Зеленый, Ростест;;;https://static.tildacdn.com/tild3863-3736-4565-a562-393765393861/MGYN3RU_0.jpeg;0;123;;;;zBZDhu87AGJUSidUD2VE;;AirPods Max;;;;;;;;;;;;;;;;;Накладные, открытые;Динамические;2;;;;20ч;Пластик;Да;;;;;;;;;;;;;;;;;;384;187;168;83;2022-06-28 09:13:56.272361
762693369231;;0295;;;Apple AirPods Max, Зеленый, Ростест- Зеленый- - Ростест- Зеленый- Ростест;;;;0;123;;"Цвет:Зеленый;Регион поставки:Ростест";;49AtkuaR6o57jD5BI9lM;140404599711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.272385
411663868621;;;;AirPods Max;Apple AirPods Max, Зеленый, Америка;;;https://static.tildacdn.com/tild3863-3736-4565-a562-393765393861/MGYN3RU_0.jpeg;0;123;;;;rdJRcat9zac8n1FYOvxE;;AirPods Max;;;;;;;;;;;;;;;;;Накладные, открытые;Динамические;2;;;;20ч;Пластик;Да;;;;;;;;;;;;;;;;;;384;187;168;83;2022-06-28 09:13:56.272409
707857612431;;0303;;;Apple AirPods Max, Зеленый, Америка- Зеленый- - Америка- Зеленый- Америка;;;;0;123;;"Цвет:Зеленый;Регион поставки:Америка";;a8dN08HNMzHvK8OHtXD9;411663868621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2022-06-28 09:13:56.272434
